District_Name,Market_Name,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Price_Date
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-02-21
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-02-22
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-02-23
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-02-24
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-02-25
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-02-26
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-02-27
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-02-28
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-02-29
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-03-01
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-03-02
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-03-03
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-03-04
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-03-05
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-03-06
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-03-07
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-03-08
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-03-09
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-03-10
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-03-11
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-03-12
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-03-13
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-03-14
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-03-15
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-03-16
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-03-17
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-03-18
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-03-19
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-03-20
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-03-21
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-03-22
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-03-23
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-03-24
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-03-25
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-03-26
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-03-27
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-03-28
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-03-29
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-03-30
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-03-31
Bangalore,Bangalore,Wheat,Bansi,FAQ,1300.0,1540.0,1420.0,2008-04-01
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-02
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-03
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-04
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-05
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-04-06
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-04-07
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1525.0,2008-04-08
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-09
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-10
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-11
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-04-12
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-04-13
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-04-14
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-15
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-16
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-17
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-04-18
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-19
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-04-20
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-21
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-22
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-23
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-24
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-25
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-26
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-04-27
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-28
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-29
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-04-30
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-05-01
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-02
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-03
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-05-04
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-05
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-06
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-07
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-05-08
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-09
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-05-10
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-05-11
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-12
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-13
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-14
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-15
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-16
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-17
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-05-18
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-19
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-20
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-21
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-22
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-23
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-24
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-05-25
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-26
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-27
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-28
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-29
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-30
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-05-31
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-06-01
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-02
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-03
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-04
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-05
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-06
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-07
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-06-08
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-09
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-10
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-11
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-12
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-13
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-06-14
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-06-15
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-16
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-17
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-18
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-19
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-20
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-21
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-06-22
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-23
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-24
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-25
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-26
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-27
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-28
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-06-29
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-06-30
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-07-01
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-07-02
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-07-03
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-07-04
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-07-05
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-07-06
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-07-07
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-07-08
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-07-09
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-07-10
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-07-11
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-07-12
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-07-13
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-07-14
Bangalore,Bangalore,Wheat,Bansi,FAQ,1450.0,1700.0,1575.0,2008-07-15
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-07-16
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-07-17
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-07-18
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-07-19
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-07-20
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-07-21
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-07-22
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-07-23
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-07-24
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-07-25
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-07-26
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-07-27
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-07-28
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-07-29
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-07-30
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-07-31
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-01
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-02
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-08-03
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-04
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-05
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-06
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-07
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-08
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-08-09
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-08-10
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-11
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-12
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-13
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-14
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-08-15
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-16
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-08-17
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-18
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-19
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-20
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-21
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-22
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-23
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-08-24
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-25
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-26
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-27
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-28
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-29
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-08-30
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-08-31
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-09-01
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-09-02
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-09-03
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-09-04
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-09-05
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-09-06
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-09-07
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-09-08
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-09-09
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-09-10
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-09-11
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-09-12
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-09-13
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-09-14
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-09-15
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-09-16
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-09-17
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-09-18
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-09-19
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-09-20
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-09-21
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-09-22
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-09-23
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-09-24
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-09-25
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-09-26
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-09-27
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-09-28
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-09-29
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-09-30
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-01
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-10-02
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-03
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-04
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-10-05
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-06
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-07
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-10-08
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-10-09
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-10
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-10-11
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-10-12
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-13
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-14
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-15
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-16
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-17
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-18
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-10-19
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-20
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-21
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-22
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-23
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-24
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-25
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-10-26
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-10-27
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-28
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-10-29
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-30
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-10-31
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-11-01
Bangalore,Bangalore,Wheat,Bansi,FAQ,,,,2008-11-02
Bangalore,Bangalore,Wheat,Bansi,FAQ,1500.0,1700.0,1600.0,2008-11-03
